id,permit_no,permit_date,permit_type,description,status,address,page_number,captured_at
11393,B241713,12/11/2024,"Building New Construction, Additions, Alterations or Sign","Like for like Kitchen Remodel due to water damage from upper unit","Conditionally Approved","2109 SKYCREST DR, 6, WALCR CA 94595",950,2026-07-18T09:09:17.685038
11391,B241714,12/11/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 3 push piers, 3 concentric piers and 6 screw jacks.",Finaled,"2330 GILL PORT LN, WALCR CA 94598",950,2026-07-18T09:09:17.685038
11390,B241715,12/11/2024,"Building New Construction, Additions, Alterations or Sign","Conversion of existing second floor bonus room into an ADU. Upper floor will be converted into 968 S.F. ADU",Issued,"2023 1ST AVE, WALCR CA 94597",950,2026-07-18T09:09:17.685038
11384,B241717,12/11/2024,"Building New Construction, Additions, Alterations or Sign","Bathroom remodel, like for like. Replace vanity, vanity top and faucet, replace light, replace shower valve, shower pan and tile",Finaled,"1841 GOLDEN RAIN RD, 2, WALCR CA 94595",949,2026-07-18T09:09:14.532294
11378,B241719,12/12/2024,"Building New Construction, Additions, Alterations or Sign","Bathroom remodel, like for like. No structural changes. Plumbing fixtures remaining in same locations.",Finaled,"2349 ENGLISH CT, WALCR CA 94598",949,2026-07-18T09:09:14.532294
11372,B241720,12/12/2024,"Building New Construction, Additions, Alterations or Sign","Primary and Spare Bathroom Remodel",Finaled,"6106 HORSEMANS CANYON DR, WALCR CA 94595",948,2026-07-18T09:09:10.494255
11371,B241721,12/12/2024,"Building New Construction, Additions, Alterations or Sign","Primary Bath Remodel",Finaled,"6706 HORSEMANS CANYON DR, WALCR CA 94595",948,2026-07-18T09:09:10.494255
11365,B241733,12/12/2024,"Building New Construction, Additions, Alterations or Sign","INTERIOR REMODEL",Finaled,"1766 STANLEY DOLLAR DR, 4A, WALCR CA 94595",948,2026-07-18T09:09:10.494255
11356,B241724,12/13/2024,"Building New Construction, Additions, Alterations or Sign","Hall Bathroom Remodel (like for like)",Finaled,"1072 LEROY LN, WALCR CA 94597",947,2026-07-18T09:09:06.224040
11355,B241725,12/13/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair using 3 helical piers.",Finaled,"8 EL CAMINO CORTO, WALCR CA 94596",947,2026-07-18T09:09:06.224040
11346,R24377,12/15/2024,"Building Revision to Issued Permit","kitchen remodel like for like, master bathroom remodel, partial guest bath remodel, fire place remodel, laundry closet reconfiguration and one LED fixture addition, entry closet power outlet addition",Void,"5910 HORSEMANS CANYON DR, 3C, WALCR CA 94595",946,2026-07-18T09:09:03.201431
11321,R24378,12/16/2024,"Building Revision to Issued Permit","The original plans show a slab on grade for the old foundation - Further investigation revealed this was a raised floor and we made corrections to the plans as such","Revision Issued","2411 WARREN LN, WALCR CA 94597",944,2026-07-18T09:08:55.160284
11306,B241736,12/17/2024,"Building New Construction, Additions, Alterations or Sign","Retroactive permit for previously unpermitted work per 12/05/24 Violation Letter Case No. CE 240560. SUMMARY: 1. Conversion of 1 bathroom to 2 bathrooms 2. Replacement of 2 windows (sliding doors) 3. Installation of canned lighting (replaced 1 fixture with 2 fixtures). 4. Enlarge passage opening between kitchen and dining area. ---DETAILS--- Main/Hall bathroom Remodel PREVIOUS: bathroom was a full bathroom with a toilet, vanity, tub and shower. CURRENT: bathroom is a full bathroom with a toilet, vanity and tub. The main bathroom shower and hall closet area was converted to enlarge the master bathroom. Main bathroom remodel: Installed new tub, toilet, vanity and fixtures. Standard tub size (30' X 60"") with tile surround. Installed new flooring. Installed new light fixture over the vanity. Installed exhaust fan. Master Bathroom Enlarged and Remodeled PREVIOUS: bathroom at time of home purchase was a half bath with a toilet and vanity. CURRENT: bathroom is a full bathroom with toilet, vanity and shower. The main bathroom shower and hall closet area was converted to enlarge the master bathroom. Master bathroom remodel: Installed new toilet, vanity and fixtures. Installed new 36"" X 43"" tiled shower Installed new flooring. Installed new light fixture over vanity. Installed exhaust fan. Replace broken sliding glass door in family room same size and location Window Details: Jeld-Wen brand Horizontal slider Rough opening 60"" W x 80"" H) 59.5"" X 79.5"" Color: White Glazing: Sun resist Argon: Yes UV Factor .28 Replace window in dining room and kitchen same size and location Window Details: Anderson brand Rough opening 80"" X 104.5"" Window size: 79.25 X 104"" Operation: Fixed/Left Stationary Color: White Argon: Yes UV Factor: A1 0.29, A2 0.31 Installation of canned lighting PREVIOUS: dining area had 1 light fixture located in the dining room area approx 93"" from sliding door wall. CURRENT: dining area has 2 canned light fixtures (white) The new light fixtures were installed at 40"" on center from the side walls and 94"" from the sliding glass door. Enlarge passage opening between kitchen and dining room PREVIOUS: Opening between the kitchen and dining area was 60"" (5'). CURRENT: Opening between the kitchen and dining is 120"" (10'6""). The new opening was built with a 4"" x 12"" header and double 2"" X 4"" supports on each side.",Finaled,"1200 DEWING LN, WALCR CA 94595",943,2026-07-18T09:08:52.125828
11302,B241738,12/17/2024,"Building New Construction, Additions, Alterations or Sign","REMODELING TO THE (E) SFR: -RENOVATING THE KITCHEN CABINETS. -REMOVING THE WALL BETWEEN THE KITCHEN & LIVING ROOM TO HAVE AN OPEN LAYOUT. -REPLACING AN (E) WINDOW WITH A DOOR. -REPLACING TWO (E) WINDOWS WITH THE SAME SIZE WINDOW ON THE SIDE OF THE BUILDING.",Finaled,"233 OAK KNOLL LO LOOP, WALCR CA 94596",942,2026-07-18T09:08:47.743872
11285,B241742,12/18/2024,"Building New Construction, Additions, Alterations or Sign","Remodel Kitchen including removing and replacing all cabinets and counters, replacing all appliances. Remodel bathroom including replacing shower and counter. Adding new bathroom at the entry with shower and vanity. Relocate laundry to entry hall closet. Replace 2 front windows, rear sliding door, and 2 patio windows. Build new indoor portion of patio room under existing patio.",Finaled,"2601 PINE KNOLL DR, 4, WALCR CA 94595",941,2026-07-18T09:08:44.024518
11275,B241745,12/18/2024,"Building New Construction, Additions, Alterations or Sign","Convert an existing shed into a detached ADU",Finaled,"1728 ALMOND AVE, B, WALCR CA 94596",940,2026-07-18T09:08:40.625955
11272,B241747,12/18/2024,"Building New Construction, Additions, Alterations or Sign","POST & FOOTING REPAIR. Install shoring under unit 3 to support deck. Remove 2 existing 4x6 posts. Remove existing concrete patio at unit 4. Dig for 2 new tie beams and 2 new post piers. Drill existing foundation to install rebar dowels with epoxy. Install rebar for new tie beams. Install rebar for new post piers. Install new post brackets. Pour concrete.  Install new 4x6 posts. Remove shoring.",Finaled,"3142 ROSSMOOR PW PKWY, 3, WALCR CA 94595",940,2026-07-18T09:08:40.625955
11258,B241749,12/19/2024,"Building New Construction, Additions, Alterations or Sign","Encapsulate/Crown molding/Full Bath addition",Finaled,"2101 PINE KNOLL DR, 10, WALCR CA 94595",939,2026-07-18T09:08:37.006941
11254,B241750,12/19/2024,"Building New Construction, Additions, Alterations or Sign","minor interior remodel including enlarging an existing bathroom by adding closet space and enlarging the laundry closet",Finaled,"230 EL DIVISADERO AVE, WALCR CA 94598",938,2026-07-18T09:08:33.987584
11252,B241751,12/19/2024,"Building New Construction, Additions, Alterations or Sign","Remodel the kitchen - Replace the cabinets & countertops - Replace the floors - Replace the lights",Finaled,"618 TERRA CALIFORNIA DR, 1, WALCR CA 94595",938,2026-07-18T09:08:33.987584
11240,B241754,12/20/2024,"Building New Construction, Additions, Alterations or Sign","Foundation repair with Ram Jack Steel Piers",Finaled,"1909 WHITECLIFF CT, WALCR CA 94596",937,2026-07-18T09:08:30.174151
11239,B241755,12/20/2024,"Building New Construction, Additions, Alterations or Sign","Foundation replacement of 22 LF.",Finaled,"1913 NERO CT, WALCR CA 94598",937,2026-07-18T09:08:30.174151
11225,B241758,12/20/2024,"Building New Construction, Additions, Alterations or Sign","Kitchen and Bathroom Remodel",Finaled,"1441 OAKMONT DR, 2, WALCR CA 94595",936,2026-07-18T09:08:27.133339
11212,R25003,12/23/2024,"Building Revision to Issued Permit","ADDITIONAL SCOPE TO REMODEL: 1. CONVERT (E) INFORMAL LIVING ROOM TO BEDROOM WITH WALK IN CLOSET AND LAUNDRY ROOM. 2. CONVERT LARGE DOWNSTAIRS BATHROOM INTO FULL ENSUITE BATH OFF NEW BEDROOM AND DOWNSTAIRS GUEST HALF BATH. 3. MOVE (E) FIREPLACE IN LIVING ROOM TO ADDED BEDROOM. 4. BURY 2"" ELECTRICAL CONDUIT TO CODE FROM MAIN PANEL TO SIDEYARD FOR FUTURE ADU. 5. CHANGE DOOR IN KITCHEN FROM 5' TO 6' WIDE. 6. UPDATE WINDOW / DOOR SCHEDULE. 7. CHANGE HANGER IN STRUCTURAL PLANS CONNECTING FB2 WITH FB3 WITH NEW HANGER MEG5. REVISION TO B241285","Revision Issued","1101 SEBASTIAN LN, WALCR CA 94598",935,2026-07-18T09:08:23.882177
11204,B241763,12/26/2024,"Building New Construction, Additions, Alterations or Sign","Remodel of home, kitchen renovation, bathroom renovation, adding second bathroom within existing SQFT, new flooring, installing patio pavers, new gate, adding recessed lighting throughout home.",Finaled,"2132 GOLDEN RAIN RD, 2, WALCR CA 94595",934,2026-07-18T09:08:20.520710
11191,B241766,12/27/2024,"Building New Construction, Additions, Alterations or Sign","Convert existing 643 sq ft garage to 804 sq ft of living area, including a new guest bedroom; add new 605 sq ft garage; remodel master bath and kitchen; add new windows and skylights.",Finaled,"2891 MI ELANA CR CIR, WALCR CA 94598",933,2026-07-18T09:08:16.357416
11186,B241767,12/30/2024,"Building New Construction, Additions, Alterations or Sign","Primary Shower Remodel. Leave existing Shower Valve",Finaled,"1404 STANLEY DOLLAR DR, 2B, WALCR CA 94595",933,2026-07-18T09:08:16.357416
11180,B241769,12/30/2024,"Building New Construction, Additions, Alterations or Sign","REMODEL: TUB TO SHOWER (NON - STRUCTURAL) REMOVE EXISTING TUB. CONVERT DRAIN FROM 1.5” TO 2”. REMOVE AND REPLACE VALVE. INSTALL NEW WATERPROOF ACRYLIC SHOWER PAN AND WATERPROOF SOLID SURFACE WALLS",Finaled,"727 TERRA CALIFORNIA DR, 3, WALCR CA 94595",932,2026-07-18T09:08:13.337801
11178,M250026,12/30/2024,"Mechanical, Electrical, or Plumbing Only","Replacing backyard shed with a new shed, same lean to profile 10ftx12ft. Requesting permit for electrical to new shed. Currently have an electrical line existing with underground conduit to go to cement foundation to new shed. Will install ceiling light, outside light/ring camera, 3 outlets, 2 inside, one outside, and irrigation control. Electrical work will be completed by Crown Electric, licensed electrician. Shed is used for garden and miscellaneous storage. The shed will be placed in same location as previous shed, 4ft from fence and 7 feet from property line, see attached documents.",Finaled,"2657 LARKEY LN, WALCR CA 94597",932,2026-07-18T09:08:13.337801
11167,M250003,01/02/2025,"Mechanical, Electrical, or Plumbing Only","Relocated electrical panel for 200 amp service and to incorporate 2 meters (primary residence & ADU)",Finaled,"3204 CUMBRIAN CT, WALCR CA 94598",931,2026-07-18T09:08:08.793554
11166,B250001,01/02/2025,"Building New Construction, Additions, Alterations or Sign","Foundation replacement of 12 LF and foundation repair using 14 push piers and 4 screw jacks.",Finaled,"1731 2ND AVE, WALCR CA 94597",931,2026-07-18T09:08:08.793554
11162,B250002,01/02/2025,"Building New Construction, Additions, Alterations or Sign","- ADDITION OF (N) EXTERIOR SIGNAGE: (1) BANNER BLADE SIGN & (1) FACE SIGN AT BROADWAY PLAZA, (1) BANNER BLADE SIGN AT MT DIABLO BLVD. - ADDITION OF ANTI GLARE SIGN ILLUMINATION AT BANNER BLADE SIGNS AND FACE SIGN","Conditionally Approved","1205 BROADWAY PZ ST, WALCR CA 94596",931,2026-07-18T09:08:08.793554
11161,R25002,01/02/2025,"Building Revision to Issued Permit","REVISED FOUNDATION DESIGN TO MATCH (E) SITE CONDITION - REVISION TO B241172","Revision Issued","2481 CASA WAY, WALCR CA 94597",931,2026-07-18T09:08:08.793554
11156,B250015,01/02/2025,"Building New Construction, Additions, Alterations or Sign","ADDITION AND INTERIOR REMODEL",Finaled,"2464 LARKEY LN, WALCR CA 94597",930,2026-07-18T09:08:06.035928
11154,B250004,01/03/2025,"Building New Construction, Additions, Alterations or Sign","Install additional subfloor support piers.",Finaled,"1336 CORONA PL, WALCR CA 94597",930,2026-07-18T09:08:06.035928
11145,B250006,01/03/2025,"Building New Construction, Additions, Alterations or Sign","Two bath remodels: Second floor master bathroom remodel. Like for like nonstructural. Replace shower pan, wet walls, valve, vanity, and exhaust fan. Install vacancy sensor and dedicated GFCI. Second floor hallway bathroom remodel. Like for like nonstructural. Replace tub with shower pan. Replace wet walls, valve, vanity countertops, and exhaust fan. Install vacancy sensor and dedicated GFCI.",Finaled,"968 MOJAVE CT, WALCR CA 94598",929,2026-07-18T09:08:02.122731
11118,B250011,01/06/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen relocation, with wall removed. A few doors and windows replaced or relocated. Bathroom remodel. Total area of remodel is 588 sf. Structural work involved.",Finaled,"539 BANYAN CR CIR, WALCR CA 94598",927,2026-07-18T09:07:55.089205
11105,B250013,01/06/2025,"Building New Construction, Additions, Alterations or Sign","Foundation Repair with Ram Jack Steel Piers",Finaled,"2431 MALLARD DR, WALCR CA 94597",926,2026-07-18T09:07:51.556625
11079,B250018,01/07/2025,"Building New Construction, Additions, Alterations or Sign","Primary Bathroom Remodel",Finaled,"3462 ROSSMOOR PW PKWY, 3, WALCR CA 94595",924,2026-07-18T09:07:44.991881
11073,B250019,01/07/2025,"Building New Construction, Additions, Alterations or Sign","Full Remodel (Bathroom, Kitchen, Windows/Patio Doors, Washer & Dryer Utilities, Recessed Lights, etc.)",Finaled,"1160 SINGINGWOOD CT, 4, WALCR CA 94595",923,2026-07-18T09:07:40.474101
11058,B250057,01/07/2025,"Building New Construction, Additions, Alterations or Sign","KITCHEN REMODELING INCLUDING REMOVING NON LOAD BEARING WALLS AS ENGINEER APPROVED. REPLACING THE KITCHEN WINDOWS LIKE TO LIKE.",Finaled,"3576 CITRUS AV AVE, WALCR CA 94598",922,2026-07-18T09:07:36.942737
11043,B250025,01/08/2025,"Building New Construction, Additions, Alterations or Sign","Bathroom repair/ remodeled due to water damage from old toilet flange from previous owner.",Finaled,"1851 2ND AVE, WALCR CA 94597",921,2026-07-18T09:07:33.406446
11041,B250026,01/08/2025,"Building New Construction, Additions, Alterations or Sign","Scope of work: Full bathroom remodeling with relocating of washer and dryer to the other side of the bathroom per plan. Adding a new exhaust fan, adding new outlets for the toilet, washer and dryer, adding a can lights on the ceiling. New vanity installation, new washer and dryer installation, new toilet installation and new Schluter shower corner installation.",Finaled,"2016 OAKMONT WAY, 4, WALCR CA 94595",921,2026-07-18T09:07:33.406446
11034,B250027,01/08/2025,"Building New Construction, Additions, Alterations or Sign","Kitchen Remodel like for like Replace Cabinet Replace counter top replace floor in kitchen are replace sink replace appliances ***All electrical work in kitchen will be done by separate electrician he will pull electrical permit for it sparely under his licenses ***",Finaled,"2120 QUIET PLACE DR, WALCR CA 94598",920,2026-07-18T09:07:30.046748
11033,B250028,01/08/2025,"Building New Construction, Additions, Alterations or Sign","2 Bathroom remodels : the primary bathroom and hallway bathroom. Primary bathroom is like for like design and layout; wet area, window, flooring, vanity, light fixture, updating the plumbing, toilet and installing a French door. For the hallway bathroom- wet area, window, vanity, faucets and updating the plumbing; like for like.",Finaled,"1917 CARRIAGE DR, WALCR CA 94598",920,2026-07-18T09:07:30.046748
